seq;vac_seq;dist;CC;CC_number
3561;6720;1983;CC21;21
3561;13640;1872;CC21;21
3562;6620;1774;CC21;21
3562;6701;6258;CC21;21
3562;6720;3479;CC21;21
3562;13640;1514;CC21;21
3563;6620;2287;CC45;45
3563;6701;4240;CC45;45
3563;6720;1681;CC45;45
3563;13640;3790;CC45;45
3564;6620;5377;CC353;353
3564;6701;6511;CC353;353
3564;6720;5738;CC353;353
3564;13640;4638;CC353;353
3566;6620;2463;CC45;45
3566;6701;4513;CC45;45
3566;6720;1983;CC45;45
3566;13640;4050;CC45;45
3568;6620;2054;CC353;353
3568;6701;5370;CC353;353
3568;6720;1372;CC353;353
3568;13640;3186;CC353;353
3569;6620;521;CC353;353
3569;6701;4846;CC353;353
3569;6720;2233;CC353;353
3569;13640;1750;CC353;353
3570;6620;521;CC353;353
3570;6701;4846;CC353;353
3570;6720;2233;CC353;353
3570;13640;1750;CC353;353
3571;6620;521;CC353;353
3571;6701;4846;CC353;353
3571;6720;2233;CC353;353
3571;13640;1750;CC353;353
3573;6620;3913;CC353;353
3573;6701;6391;CC353;353
3573;6720;4659;CC353;353
3573;13640;3570;CC353;353
3574;6620;2072;CC353;353
3574;6701;5387;CC353;353
3574;6720;1391;CC353;353
3574;13640;3205;CC353;353
3576;6620;7173;CC48;48
3576;6701;7831;CC48;48
3576;6720;6538;CC48;48
3576;13640;6496;CC48;48
3604;6620;5117;CC677;677
3604;6701;7588;CC677;677
3604;6720;5153;CC677;677
3604;13640;4029;CC677;677
3612;6620;10821;CC508;508
3612;6701;9709;CC508;508
3612;6720;9948;CC508;508
3612;13640;9485;CC508;508
4713;6620;5957;CC21;21
4713;6701;5878;CC21;21
4713;6720;6079;CC21;21
4713;13640;5514;CC21;21
4714;6620;7565;CC21;21
4714;6701;7905;CC21;21
4714;6720;7599;CC21;21
4714;13640;7148;CC21;21
4715;6620;7688;CC206;206
4715;6701;8085;CC206;206
4715;6720;7163;CC206;206
4715;13640;7191;CC206;206
4716;6620;2625;CC45;45
4716;6701;6185;CC45;45
4716;6720;1603;CC45;45
4716;13640;4134;CC45;45
4717;6620;6490;CC45;45
4717;6701;5488;CC45;45
4717;6720;6698;CC45;45
4717;13640;5868;CC45;45
4718;6620;4193;CC21;21
4718;6701;3743;CC21;21
4718;6720;5478;CC21;21
4718;13640;5389;CC21;21
4719;6620;5410;CC48;48
4719;6701;5206;CC48;48
4719;6720;6289;CC48;48
4719;13640;4896;CC48;48
4720;6620;2379;CC21;21
4720;6701;6810;CC21;21
4720;6720;2530;CC21;21
4720;13640;3910;CC21;21
4721;6620;11480;CC45;45
4721;6701;10285;CC45;45
4721;6720;10559;CC45;45
4721;13640;10309;CC45;45
4722;6620;226;CC21;21
4722;6701;4720;CC21;21
4722;6720;1989;CC21;21
4722;13640;1869;CC21;21
4723;6620;8087;CC48;48
4723;6701;10555;CC48;48
4723;6720;8219;CC48;48
4723;13640;7392;CC48;48
4724;6620;4510;CC353;353
4724;6701;6495;CC353;353
4724;6720;4933;CC353;353
4724;13640;4074;CC353;353
4725;6620;5436;CC21;21
4725;6701;3823;CC21;21
4725;6720;6124;CC21;21
4725;13640;6145;CC21;21
4726;6620;5016;CC21;21
4726;6701;5083;CC21;21
4726;6720;5507;CC21;21
4726;13640;4566;CC21;21
4727;6620;207;CC21;21
4727;6701;4691;CC21;21
4727;6720;1971;CC21;21
4727;13640;1878;CC21;21
4728;6620;1558;CC206;206
4728;6701;4297;CC206;206
4728;6720;3311;CC206;206
4728;13640;3211;CC206;206
4729;6620;1085;CC21;21
4729;6701;3864;CC21;21
4729;6720;2847;CC21;21
4729;13640;2729;CC21;21
4730;6620;6155;CC21;21
4730;6701;7606;CC21;21
4730;6720;6733;CC21;21
4730;13640;5656;CC21;21
4731;6620;7407;CC206;206
4731;6701;9652;CC206;206
4731;6720;8061;CC206;206
4731;13640;6953;CC206;206
4732;6620;2979;CC21;21
4732;6701;5818;CC21;21
4732;6720;3722;CC21;21
4732;13640;4508;CC21;21
4733;6620;1263;CC21;21
4733;6701;4040;CC21;21
4733;6720;3025;CC21;21
4733;13640;2908;CC21;21
4734;6620;4412;CC21;21
4734;6701;4277;CC21;21
4734;6720;4267;CC21;21
4734;13640;4382;CC21;21
4735;6620;3459;CC21;21
4735;6701;7349;CC21;21
4735;6720;5096;CC21;21
4735;13640;4959;CC21;21
4736;6620;5362;CC21;21
4736;6701;5416;CC21;21
4736;6720;5204;CC21;21
4736;13640;6503;CC21;21
4737;6620;4032;CC206;206
4737;6701;6689;CC206;206
4737;6720;4260;CC206;206
4737;13640;3688;CC206;206
4738;6620;5582;CC464;464
4738;6701;7443;CC464;464
4738;6720;6676;CC464;464
4738;13640;5150;CC464;464
4739;6620;6908;CC353;353
4739;6701;7001;CC353;353
4739;6720;6965;CC353;353
4739;13640;6278;CC353;353
4740;6620;6795;CC48;48
4740;6701;8454;CC48;48
4740;6720;6595;CC48;48
4740;13640;6626;CC48;48
4741;6620;7423;CC48;48
4741;6701;6327;CC48;48
4741;6720;7421;CC48;48
4741;13640;7888;CC48;48
4742;6620;8387;CC45;45
4742;6701;6332;CC45;45
4742;6720;7831;CC45;45
4742;13640;7633;CC45;45
4743;6620;10161;CC21;21
4743;6701;8998;CC21;21
4743;6720;9884;CC21;21
4743;13640;9290;CC21;21
4744;6620;4918;CC21;21
4744;6701;5748;CC21;21
4744;6720;5513;CC21;21
4744;13640;4396;CC21;21
4745;6620;4925;CC464;464
4745;6701;6410;CC464;464
4745;6720;6051;CC464;464
4745;13640;4720;CC464;464
4746;6620;2133;CC21;21
4746;6701;5155;CC21;21
4746;6720;1060;CC21;21
4746;13640;3661;CC21;21
4747;6620;5722;CC21;21
4747;6701;6311;CC21;21
4747;6720;6291;CC21;21
4747;13640;6755;CC21;21
4748;6620;4028;CC21;21
4748;6701;6292;CC21;21
4748;6720;5692;CC21;21
4748;13640;3407;CC21;21
4749;6620;4810;CC48;48
4749;6701;7068;CC48;48
4749;6720;5391;CC48;48
4749;13640;4262;CC48;48
4750;6620;2319;CC21;21
4750;6701;5074;CC21;21
4750;6720;3903;CC21;21
4750;13640;3851;CC21;21
4751;6620;2433;CC21;21
4751;6701;4147;CC21;21
4751;6720;4112;CC21;21
4751;13640;2400;CC21;21
4752;6620;10654;CC206;206
4752;6701;8919;CC206;206
4752;6720;9911;CC206;206
4752;13640;9914;CC206;206
4753;6620;3527;CC48;48
4753;6701;4133;CC48;48
4753;6720;4106;CC48;48
4753;13640;5054;CC48;48
4754;6620;7058;CC353;353
4754;6701;6839;CC353;353
4754;6720;5879;CC353;353
4754;13640;6339;CC353;353
4755;6620;1981;CC21;21
4755;6701;6465;CC21;21
4755;6720;3689;CC21;21
4755;13640;3616;CC21;21
4756;6620;6066;CC45;45
4756;6701;6549;CC45;45
4756;6720;6443;CC45;45
4756;13640;5831;CC45;45
4757;6620;7974;CC45;45
4757;6701;7671;CC45;45
4757;6720;7387;CC45;45
4757;13640;7383;CC45;45
4758;6620;2872;CC21;21
4758;6701;4586;CC21;21
4758;6720;4064;CC21;21
4758;13640;3792;CC21;21
4759;6620;8468;CC21;21
4759;6701;7055;CC21;21
4759;6720;8070;CC21;21
4759;13640;7855;CC21;21
4760;6620;3651;CC21;21
4760;6701;5429;CC21;21
4760;6720;4826;CC21;21
4760;13640;5232;CC21;21
4761;6620;4731;CC21;21
4761;6701;4303;CC21;21
4761;6720;5461;CC21;21
4761;13640;5541;CC21;21
4762;6620;7753;CC21;21
4762;6701;6803;CC21;21
4762;6720;7190;CC21;21
4762;13640;7265;CC21;21
4763;6620;2854;CC21;21
4763;6701;5247;CC21;21
4763;6720;3646;CC21;21
4763;13640;3904;CC21;21
4764;6620;2291;CC353;353
4764;6701;5188;CC353;353
4764;6720;1547;CC353;353
4764;13640;3825;CC353;353
4765;6620;8825;CC464;464
4765;6701;8238;CC464;464
4765;6720;8553;CC464;464
4765;13640;7552;CC464;464
4767;6620;4873;CC443;443
4767;6701;6902;CC443;443
4767;6720;4774;CC443;443
4767;13640;4720;CC443;443
4768;6620;4300;CC21;21
4768;6701;6828;CC21;21
4768;6720;4857;CC21;21
4768;13640;3605;CC21;21
4769;6620;5114;CC206;206
4769;6701;7576;CC206;206
4769;6720;5382;CC206;206
4769;13640;4299;CC206;206
4770;6620;1161;CC353;353
4770;6701;3992;CC353;353
4770;6720;2907;CC353;353
4770;13640;2608;CC353;353
4771;6620;7080;CC354;354
4771;6701;9324;CC354;354
4771;6720;7872;CC354;354
4771;13640;6493;CC354;354
4772;6620;3366;CC21;21
4772;6701;6642;CC21;21
4772;6720;3900;CC21;21
4772;13640;3243;CC21;21
4773;6620;8883;CC45;45
4773;6701;8282;CC45;45
4773;6720;8823;CC45;45
4773;13640;8277;CC45;45
4774;6620;8675;CC48;48
4774;6701;7454;CC48;48
4774;6720;7344;CC48;48
4774;13640;7385;CC48;48
4775;6620;10220;CC206;206
4775;6701;11420;CC206;206
4775;6720;10645;CC206;206
4775;13640;9099;CC206;206
4776;6620;2352;CC45;45
4776;6701;4274;CC45;45
4776;6720;2281;CC45;45
4776;13640;3962;CC45;45
4845;6620;3261;CC21;21
4845;6701;5993;CC21;21
4845;6720;4884;CC21;21
4845;13640;4200;CC21;21
4846;6620;8142;CC45;45
4846;6701;8448;CC45;45
4846;6720;7542;CC45;45
4846;13640;7557;CC45;45
4933;6620;1746;CC353;353
4933;6701;5044;CC353;353
4933;6720;1049;CC353;353
4933;13640;2919;CC353;353
4935;6620;1089;CC354;354
4935;6701;5603;CC354;354
4935;6720;2848;CC354;354
4935;13640;1077;CC354;354
4938;6620;1776;CC353;353
4938;6701;4872;CC353;353
4938;6720;1081;CC353;353
4938;13640;2671;CC353;353
4939;6620;1745;CC353;353
4939;6701;5043;CC353;353
4939;6720;1048;CC353;353
4939;13640;2916;CC353;353
4942;6620;1745;CC353;353
4942;6701;5043;CC353;353
4942;6720;1048;CC353;353
4942;13640;2916;CC353;353
4943;6620;1745;CC353;353
4943;6701;5043;CC353;353
4943;6720;1048;CC353;353
4943;13640;2916;CC353;353
4948;6620;2297;CC353;353
4948;6701;5584;CC353;353
4948;6720;1581;CC353;353
4948;13640;3485;CC353;353
4953;6620;1745;CC353;353
4953;6701;5043;CC353;353
4953;6720;1048;CC353;353
4953;13640;2916;CC353;353
4956;6620;1745;CC353;353
4956;6701;5043;CC353;353
4956;6720;1048;CC353;353
4956;13640;2916;CC353;353
4957;6620;1746;CC353;353
4957;6701;5044;CC353;353
4957;6720;1048;CC353;353
4957;13640;2919;CC353;353
4958;6620;1920;CC353;353
4958;6701;4861;CC353;353
4958;6720;1266;CC353;353
4958;13640;3092;CC353;353
4959;6620;1745;CC353;353
4959;6701;5043;CC353;353
4959;6720;1048;CC353;353
4959;13640;2916;CC353;353
4960;6620;1746;CC353;353
4960;6701;5044;CC353;353
4960;6720;1049;CC353;353
4960;13640;2919;CC353;353
4961;6620;1088;CC353;353
4961;6701;5602;CC353;353
4961;6720;2848;CC353;353
4961;13640;1076;CC353;353
4962;6620;1745;CC353;353
4962;6701;5043;CC353;353
4962;6720;1048;CC353;353
4962;13640;2918;CC353;353
4966;6620;203;CC464;464
4966;6701;4702;CC464;464
4966;6720;1965;CC464;464
4966;13640;1854;CC464;464
4968;6620;915;CC433;433
4968;6701;5191;CC433;433
4968;6720;1876;CC433;433
4968;13640;2207;CC433;433
4969;6620;1749;CC353;353
4969;6701;5045;CC353;353
4969;6720;1052;CC353;353
4969;13640;2922;CC353;353
4972;6620;1761;CC353;353
4972;6701;5059;CC353;353
4972;6720;1061;CC353;353
4972;13640;2934;CC353;353
4973;6620;203;CC464;464
4973;6701;4702;CC464;464
4973;6720;1965;CC464;464
4973;13640;1854;CC464;464
4974;6620;203;CC464;464
4974;6701;4702;CC464;464
4974;6720;1965;CC464;464
4974;13640;1854;CC464;464
4975;6620;203;CC464;464
4975;6701;4702;CC464;464
4975;6720;1965;CC464;464
4975;13640;1854;CC464;464
4976;6620;203;CC464;464
4976;6701;4702;CC464;464
4976;6720;1965;CC464;464
4976;13640;1854;CC464;464
4977;6620;203;CC464;464
4977;6701;4702;CC464;464
4977;6720;1965;CC464;464
4977;13640;1854;CC464;464
4979;6620;203;CC464;464
4979;6701;4702;CC464;464
4979;6720;1965;CC464;464
4979;13640;1854;CC464;464
4980;6620;203;CC464;464
4980;6701;4702;CC464;464
4980;6720;1965;CC464;464
4980;13640;1854;CC464;464
4981;6620;204;CC464;464
4981;6701;4703;CC464;464
4981;6720;1966;CC464;464
4981;13640;1855;CC464;464
4982;6620;204;CC464;464
4982;6701;4703;CC464;464
4982;6720;1966;CC464;464
4982;13640;1854;CC464;464
4983;6620;205;CC464;464
4983;6701;4702;CC464;464
4983;6720;1966;CC464;464
4983;13640;1856;CC464;464
4985;6620;36;CC257;257
4985;6701;4794;CC257;257
4985;6720;2054;CC257;257
4985;13640;1924;CC257;257
4987;6620;203;CC464;464
4987;6701;4702;CC464;464
4987;6720;1965;CC464;464
4987;13640;1854;CC464;464
4990;6620;1666;CC354;354
4990;6701;6161;CC354;354
4990;6720;3369;CC354;354
4990;13640;1636;CC354;354
4992;6620;203;CC464;464
4992;6701;4702;CC464;464
4992;6720;1965;CC464;464
4992;13640;1854;CC464;464
4993;6620;2566;CC464;464
4993;6701;6023;CC464;464
4993;6720;1337;CC464;464
4993;13640;2424;CC464;464
5000;6620;1745;CC353;353
5000;6701;5043;CC353;353
5000;6720;1048;CC353;353
5000;13640;2916;CC353;353
5002;6620;203;CC464;464
5002;6701;4702;CC464;464
5002;6720;1965;CC464;464
5002;13640;1854;CC464;464
5005;6620;3459;CC283;283
5005;6701;7071;CC283;283
5005;6720;2997;CC283;283
5005;13640;3383;CC283;283
5006;6620;1592;CC45;45
5006;6701;5066;CC45;45
5006;6720;903;CC45;45
5006;13640;3122;CC45;45
5037;6620;2213;CC22;22
5037;6701;6737;CC22;22
5037;6720;3084;CC22;22
5037;13640;3810;CC22;22
5264;6620;2542;CC45;45
5264;6701;6072;CC45;45
5264;6720;1952;CC45;45
5264;13640;4118;CC45;45
5265;6620;7473;CC573;573
5265;6701;7082;CC573;573
5265;6720;6442;CC573;573
5265;13640;6094;CC573;573
5266;6620;6366;CC464;464
5266;6701;8958;CC464;464
5266;6720;7312;CC464;464
5266;13640;5797;CC464;464
5267;6620;2824;CC354;354
5267;6701;6267;CC354;354
5267;6720;2364;CC354;354
5267;13640;2668;CC354;354
5269;6620;6203;CC607;607
5269;6701;8368;CC607;607
5269;6720;5970;CC607;607
5269;13640;4924;CC607;607
5270;6620;2260;CC206;206
5270;6701;4040;CC206;206
5270;6720;1672;CC206;206
5270;13640;3775;CC206;206
5271;6620;3525;CC42;42
5271;6701;6784;CC42;42
5271;6720;3225;CC42;42
5271;13640;3425;CC42;42
5272;6620;783;CC464;464
5272;6701;5274;CC464;464
5272;6720;2485;CC464;464
5272;13640;2394;CC464;464
5273;6620;193;CC464;464
5273;6701;4700;CC464;464
5273;6720;1955;CC464;464
5273;13640;1820;CC464;464
5274;6620;2990;CC433;433
5274;6701;6558;CC433;433
5274;6720;2655;CC433;433
5274;13640;4526;CC433;433
5275;6620;2287;CC206;206
5275;6701;5949;CC206;206
5275;6720;3485;CC206;206
5275;13640;1874;CC206;206
5276;6620;4087;CC45;45
5276;6701;5773;CC45;45
5276;6720;3753;CC45;45
5276;13640;3962;CC45;45
5277;6620;9275;CC45;45
5277;6701;8113;CC45;45
5277;6720;8806;CC45;45
5277;13640;7888;CC45;45
5278;6620;5411;CC354;354
5278;6701;6803;CC354;354
5278;6720;5179;CC354;354
5278;13640;5270;CC354;354
5279;6620;1015;CC607;607
5279;6701;5078;CC607;607
5279;6720;2650;CC607;607
5279;13640;2626;CC607;607
5281;6620;1115;CC52;52
5281;6701;3918;CC52;52
5281;6720;2863;CC52;52
5281;13640;2769;CC52;52
5282;6620;2540;CC354;354
5282;6701;5565;CC354;354
5282;6720;4157;CC354;354
5282;13640;2207;CC354;354
5284;6620;1506;CC658;658
5284;6701;4285;CC658;658
5284;6720;3180;CC658;658
5284;13640;3037;CC658;658
5285;6620;2527;CC45;45
5285;6701;4592;CC45;45
5285;6720;2061;CC45;45
5285;13640;3992;CC45;45
5286;6620;1475;CC45;45
5286;6701;4949;CC45;45
5286;6720;787;CC45;45
5286;13640;3007;CC45;45
5287;6620;2747;CC45;45
5287;6701;4372;CC45;45
5287;6720;2194;CC45;45
5287;13640;4210;CC45;45
5288;6620;2586;CC42;42
5288;6701;4331;CC42;42
5288;6720;2948;CC42;42
5288;13640;4178;CC42;42
5289;6620;5969;CC21;21
5289;6701;5561;CC21;21
5289;6720;6203;CC21;21
5289;13640;5882;CC21;21
5291;6620;1806;CC658;658
5291;6701;5851;CC658;658
5291;6720;3414;CC658;658
5291;13640;1899;CC658;658
5452;6620;6250;CC353;353
5452;6701;7481;CC353;353
5452;6720;6038;CC353;353
5452;13640;5606;CC353;353
5453;6620;5506;CC433;433
5453;6701;6975;CC433;433
5453;6720;5407;CC433;433
5453;13640;5085;CC433;433
5454;6620;3035;CC433;433
5454;6701;5629;CC433;433
5454;6720;2963;CC433;433
5454;13640;4526;CC433;433
5457;6620;2684;CC677;677
5457;6701;6450;CC677;677
5457;6720;2600;CC677;677
5457;13640;4232;CC677;677
5459;6620;527;CC353;353
5459;6701;4856;CC353;353
5459;6720;2246;CC353;353
5459;13640;1757;CC353;353
5460;6620;1288;CC353;353
5460;6701;3900;CC353;353
5460;6720;3047;CC353;353
5460;13640;2708;CC353;353
5461;6620;437;CC353;353
5461;6701;4784;CC353;353
5461;6720;2173;CC353;353
5461;13640;1850;CC353;353
5462;6620;1283;CC353;353
5462;6701;3917;CC353;353
5462;6720;3048;CC353;353
5462;13640;2722;CC353;353
5463;6620;1547;CC45;45
5463;6701;5022;CC45;45
5463;6720;880;CC45;45
5463;13640;2971;CC45;45
5464;6620;1205;CC206;206
5464;6701;4085;CC206;206
5464;6720;2906;CC206;206
5464;13640;2651;CC206;206
5465;6620;1082;CC48;48
5465;6701;4014;CC48;48
5465;6720;2839;CC48;48
5465;13640;2728;CC48;48
5466;6620;319;CC21;21
5466;6701;4770;CC21;21
5466;6720;2051;CC21;21
5466;13640;1767;CC21;21
5467;6620;1073;CC353;353
5467;6701;3835;CC353;353
5467;6720;2836;CC353;353
5467;13640;2725;CC353;353
5473;6620;504;CC353;353
5473;6701;4834;CC353;353
5473;6720;2206;CC353;353
5473;13640;1912;CC353;353
5474;6620;1106;CC353;353
5474;6701;5424;CC353;353
5474;6720;2775;CC353;353
5474;13640;2312;CC353;353
5475;6620;1095;CC48;48
5475;6701;3923;CC48;48
5475;6720;2858;CC48;48
5475;13640;2727;CC48;48
5476;6620;804;CC48;48
5476;6701;5256;CC48;48
5476;6720;2505;CC48;48
5476;13640;2440;CC48;48
5477;6620;540;CC353;353
5477;6701;4863;CC353;353
5477;6720;2248;CC353;353
5477;13640;1760;CC353;353
5478;6620;569;CC353;353
5478;6701;5041;CC353;353
5478;6720;1670;CC353;353
5478;13640;2206;CC353;353
5479;6620;482;CC206;206
5479;6701;4946;CC206;206
5479;6720;2222;CC206;206
5479;13640;2117;CC206;206
5480;6620;216;CC353;353
5480;6701;4717;CC353;353
5480;6720;1984;CC353;353
5480;13640;1861;CC353;353
5481;6620;544;CC353;353
5481;6701;5061;CC353;353
5481;6720;1666;CC353;353
5481;13640;2183;CC353;353
5482;6620;1144;CC257;257
5482;6701;3967;CC257;257
5482;6720;2896;CC257;257
5482;13640;2824;CC257;257
5483;6620;1129;CC48;48
5483;6701;4028;CC48;48
5483;6720;2899;CC48;48
5483;13640;2788;CC48;48
5484;6620;1685;CC52;52
5484;6701;4490;CC52;52
5484;6720;3381;CC52;52
5484;13640;3314;CC52;52
5485;6620;1459;CC607;607
5485;6701;4928;CC607;607
5485;6720;750;CC607;607
5485;13640;2960;CC607;607
5486;6620;1688;CC658;658
5486;6701;4498;CC658;658
5486;6720;3364;CC658;658
5486;13640;3326;CC658;658
5487;6620;2656;CC433;433
5487;6701;6179;CC433;433
5487;6720;1413;CC433;433
5487;13640;4085;CC433;433
5488;6620;234;CC206;206
5488;6701;4722;CC206;206
5488;6720;2015;CC206;206
5488;13640;1906;CC206;206
5489;6620;1462;CC45;45
5489;6701;4939;CC45;45
5489;6720;773;CC45;45
5489;13640;2993;CC45;45
5490;6620;2486;CC362;362
5490;6701;4449;CC362;362
5490;6720;1991;CC362;362
5490;13640;4077;CC362;362
5491;6620;2326;CC45;45
5491;6701;4247;CC45;45
5491;6720;1821;CC45;45
5491;13640;3693;CC45;45
5492;6620;182;CC464;464
5492;6701;4701;CC464;464
5492;6720;1959;CC464;464
5492;13640;1837;CC464;464
5493;6620;1741;CC206;206
5493;6701;4461;CC206;206
5493;6720;3426;CC206;206
5493;13640;3217;CC206;206
5494;6620;264;CC21;21
5494;6701;4748;CC21;21
5494;6720;2018;CC21;21
5494;13640;1921;CC21;21
5495;6620;563;CC443;443
5495;6701;5040;CC443;443
5495;6720;2283;CC443;443
5495;13640;1988;CC443;443
5496;6620;746;CC206;206
5496;6701;5275;CC206;206
5496;6720;1904;CC206;206
5496;13640;2427;CC206;206
5497;6620;1459;CC607;607
5497;6701;4928;CC607;607
5497;6720;750;CC607;607
5497;13640;2960;CC607;607
5498;6620;539;CC607;607
5498;6701;5075;CC607;607
5498;6720;1673;CC607;607
5498;13640;2187;CC607;607
5499;6620;34;CC257;257
5499;6701;4772;CC257;257
5499;6720;2038;CC257;257
5499;13640;1916;CC257;257
5500;6620;207;CC21;21
5500;6701;4686;CC21;21
5500;6720;1971;CC21;21
5500;13640;1874;CC21;21
5501;6620;2462;CC45;45
5501;6701;4512;CC45;45
5501;6720;1982;CC45;45
5501;13640;4050;CC45;45
5502;6620;1010;CC658;658
5502;6701;5547;CC658;658
5502;6720;2772;CC658;658
5502;13640;2683;CC658;658
5503;6620;789;CC443;443
5503;6701;5249;CC443;443
5503;6720;1601;CC443;443
5503;13640;2020;CC443;443
5504;6620;189;CC21;21
5504;6701;4696;CC21;21
5504;6720;1980;CC21;21
5504;13640;1855;CC21;21
5505;6620;1118;CC52;52
5505;6701;3920;CC52;52
5505;6720;2866;CC52;52
5505;13640;2773;CC52;52
5506;6620;201;CC21;21
5506;6701;4691;CC21;21
5506;6720;1975;CC21;21
5506;13640;1870;CC21;21
5507;6620;1659;CC48;48
5507;6701;4549;CC48;48
5507;6720;3379;CC48;48
5507;13640;3298;CC48;48
5508;6620;2037;CC48;48
5508;6701;4945;CC48;48
5508;6720;3731;CC48;48
5508;13640;3678;CC48;48
5509;6620;489;CC61;61
5509;6701;4977;CC61;61
5509;6720;2241;CC61;61
5509;13640;2164;CC61;61
5510;6620;286;CC353;353
5510;6701;4784;CC353;353
5510;6720;2033;CC353;353
5510;13640;1730;CC353;353
5511;6620;6603;CC206;206
5511;6701;7881;CC206;206
5511;6720;7900;CC206;206
5511;13640;6216;CC206;206
5512;6620;2026;CC45;45
5512;6701;5491;CC45;45
5512;6720;1318;CC45;45
5512;13640;3575;CC45;45
5513;6620;1231;CC443;443
5513;6701;5696;CC443;443
5513;6720;2044;CC443;443
5513;13640;2488;CC443;443
5514;6620;2859;CC45;45
5514;6701;4802;CC45;45
5514;6720;2222;CC45;45
5514;13640;4374;CC45;45
5516;6620;1085;CC21;21
5516;6701;3852;CC21;21
5516;6720;2842;CC21;21
5516;13640;2747;CC21;21
5517;6620;183;CC464;464
5517;6701;4701;CC464;464
5517;6720;1959;CC464;464
5517;13640;1837;CC464;464
5518;6620;287;CC353;353
5518;6701;4784;CC353;353
5518;6720;2034;CC353;353
5518;13640;1731;CC353;353
5519;6620;1573;CC354;354
5519;6701;6024;CC354;354
5519;6720;3236;CC354;354
5519;13640;3075;CC354;354
5520;6620;3750;CC443;443
5520;6701;6173;CC443;443
5520;6720;4137;CC443;443
5520;13640;4706;CC443;443
5521;6620;186;CC206;206
5521;6701;4676;CC206;206
5521;6720;1966;CC206;206
5521;13640;1851;CC206;206
5522;6620;1166;CC206;206
5522;6701;3876;CC206;206
5522;6720;2911;CC206;206
5522;13640;2664;CC206;206
5523;6620;1098;CC658;658
5523;6701;3922;CC658;658
5523;6720;2837;CC658;658
5523;13640;2755;CC658;658
5524;6620;2283;CC45;45
5524;6701;4170;CC45;45
5524;6720;1736;CC45;45
5524;13640;3825;CC45;45
5525;6620;4707;CC607;607
5525;6701;6513;CC607;607
5525;6720;5450;CC607;607
5525;13640;5015;CC607;607
5526;6620;800;CC21;21
5526;6701;5279;CC21;21
5526;6720;2511;CC21;21
5526;13640;2433;CC21;21
5530;6620;3035;CC42;42
5530;6701;4938;CC42;42
5530;6720;2491;CC42;42
5530;13640;4608;CC42;42
5531;6620;1129;CC48;48
5531;6701;4028;CC48;48
5531;6720;2899;CC48;48
5531;13640;2788;CC48;48
5532;6620;2521;CC42;42
5532;6701;4423;CC42;42
5532;6720;2003;CC42;42
5532;13640;4083;CC42;42
5533;6620;1136;CC21;21
5533;6701;5615;CC21;21
5533;6720;2887;CC21;21
5533;13640;1115;CC21;21
5534;6620;322;CC353;353
5534;6701;4815;CC353;353
5534;6720;2061;CC353;353
5534;13640;1767;CC353;353
5535;6620;1085;CC21;21
5535;6701;3863;CC21;21
5535;6720;2847;CC21;21
5535;13640;2729;CC21;21
5536;6620;1701;CC21;21
5536;6701;6176;CC21;21
5536;6720;3398;CC21;21
5536;13640;1658;CC21;21
5537;6620;3594;CC206;206
5537;6701;4869;CC206;206
5537;6720;2995;CC206;206
5537;13640;4893;CC206;206
5538;6620;1701;CC21;21
5538;6701;6176;CC21;21
5538;6720;3398;CC21;21
5538;13640;1658;CC21;21
5541;6620;1097;CC21;21
5541;6701;5198;CC21;21
5541;6720;2344;CC21;21
5541;13640;2238;CC21;21
5542;6620;2367;CC677;677
5542;6701;6122;CC677;677
5542;6720;2216;CC677;677
5542;13640;3931;CC677;677
5543;6620;191;CC48;48
5543;6701;4672;CC48;48
5543;6720;1972;CC48;48
5543;13640;1858;CC48;48
5544;6620;36;CC257;257
5544;6701;4794;CC257;257
5544;6720;2054;CC257;257
5544;13640;1924;CC257;257
5545;6620;1127;CC574;574
5545;6701;4037;CC574;574
5545;6720;2825;CC574;574
5545;13640;2759;CC574;574
5546;6620;36;CC257;257
5546;6701;4794;CC257;257
5546;6720;2054;CC257;257
5546;13640;1924;CC257;257
5547;6620;2581;CC677;677
5547;6701;5474;CC677;677
5547;6720;2190;CC677;677
5547;13640;3644;CC677;677
5548;6620;2581;CC677;677
5548;6701;5474;CC677;677
5548;6720;2190;CC677;677
5548;13640;3644;CC677;677
5549;6620;188;CC21;21
5549;6701;4695;CC21;21
5549;6720;1979;CC21;21
5549;13640;1855;CC21;21
5550;6620;188;CC21;21
5550;6701;4695;CC21;21
5550;6720;1979;CC21;21
5550;13640;1855;CC21;21
5551;6620;3620;CC607;607
5551;6701;3797;CC607;607
5551;6720;2826;CC607;607
5551;13640;4747;CC607;607
5553;6620;206;CC464;464
5553;6701;4703;CC464;464
5553;6720;1983;CC464;464
5553;13640;1843;CC464;464
5555;6620;3200;CC677;677
5555;6701;4454;CC677;677
5555;6720;3049;CC677;677
5555;13640;4293;CC677;677
5556;6620;1065;CC48;48
5556;6701;3966;CC48;48
5556;6720;2845;CC48;48
5556;13640;2722;CC48;48
5557;6620;688;CC353;353
5557;6701;5189;CC353;353
5557;6720;1789;CC353;353
5557;13640;2151;CC353;353
5558;6620;302;CC446;446
5558;6701;4780;CC446;446
5558;6720;2037;CC446;446
5558;13640;1747;CC446;446
5559;6620;474;CC353;353
5559;6701;4803;CC353;353
5559;6720;2219;CC353;353
5559;13640;1866;CC353;353
5560;6620;321;CC21;21
5560;6701;4770;CC21;21
